"LURN_SAK","INCIDENT_DATE","STAT","STAT_DESC","STREET","CITY","ZIP","XY_POINT","INCIDENT_ID","REPORTING_DISTRICT","SEQ","UNIT_ID","UNIT_NAME","DELETED"
16498483,"2013-08-30 21:01:00","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","3300 SAN GABRIEL BLVD","ROSEMEAD","91770","6534183.76539837,1847497.17312006","913-08311-0532","0532","08311","CA0190005","TEMPLE","N"
16498615,"2013-08-31 00:35:00","037","ROBBERY, WEAPON: Other","60 FWY & S INDIANA ST","LOS ANGELES",,"6503385.5,1833841.375","913-10720-0277","0277","10720","CA0190002","EAST LOS ANGELES","N"
16499056,"2013-08-31 04:55:00","041","ROBBERY, STRONG-ARM: Highway, Etc.","ATLANTIC AVE & ALONDRA BLVD","COMPTON","90220","6503126,1781960.499996","913-11333-2847","2847","11333","CA0190042","COMPTON","N"
16498844,"2013-08-31 08:24:00","037","ROBBERY, WEAPON: Other","38300 30TH ST E","PALMDALE",,"6539720.92995188,2032820.13443869","913-12460-2608","2608","12460","CA01900W9","PALMDALE","N"
16498779,"2013-08-31 08:30:00","041","ROBBERY, STRONG-ARM: Highway, Etc.","FAIRFORD AVE & KENNEDY ST","NORWALK","90650",,"913-12004-0451","0451","12004","CA0190004","NORWALK","N"
16498795,"2013-08-31 09:35:00","037","ROBBERY, WEAPON: Other","1500 EXPOSITION BLVD","LOS ANGELES",,"6468292.24521956,1829272.20770243","913-05237-6613","6613","05237","CA0190031","TRANSIT SERVICES BUREAU","N"
16498872,"2013-08-31 10:00:00","045","ROBBERY, STRONG-ARM: Residence","23300 SESAME ST","TORRANCE","90502","6474078.86274545,1755111.46905661","913-08924-1698","1698","08924","CA0190016","CARSON","N"
16498914,"2013-08-31 10:47:30","047","ROBBERY, STRONG-ARM: Other","CDC PARKING LOT & N VERMONT AVE","LOS ANGELES","90029","6473278.15831013,1854124.80022901","913-00639-8711","8711","00639","CA01900R5","COMMUNITY COLLEGE BUREAU","N"
16502739,"2013-08-31 11:00:00","037","ROBBERY, WEAPON: Other","600 S FETTERLY AVE","LOS ANGELES",,"6512275.05242902,1831983.0420192","913-10905-0284","0284","10905","CA0190002","EAST LOS ANGELES","N"
16498845,"2013-08-31 11:29:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","711 S KERN AVE","LOS ANGELES","90022","6511590.57431934,1831257.33773222","913-10742-0284","0284","10742","CA0190002","EAST LOS ANGELES","N"
16501237,"2013-08-31 11:35:00","037","ROBBERY, WEAPON: Other","600 FRASER AVE","LOS ANGELES",,"6513214.20377097,1831422.34398204","913-10856-0284","0284","10856","CA0190002","EAST LOS ANGELES","N"
16498959,"2013-08-31 12:35:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","5100 LAKEWOOD BLVD","LAKEWOOD","90712","6518445.60803607,1768032.65463285","913-16978-1329","1329","16978","CA0190013","LAKEWOOD","N"
16498913,"2013-08-31 13:45:00","047","ROBBERY, STRONG-ARM: Other","1800 E PALMDALE BLVD","PALMDALE","93550","6533094.46846731,2033653.6560656","913-12462-2610","2610","12462","CA01900W9","PALMDALE","N"
16499001,"2013-08-31 15:51:00","047","ROBBERY, STRONG-ARM: Other","10600 FIRESTONE BLVD","NORWALK","90650","6529178.96809621,1795333.61925519","913-12015-0451","0451","12015","CA0190004","NORWALK","N"
16499035,"2013-08-31 16:35:00","037","ROBBERY, WEAPON: Other","74TH ST & COMPTON AVE","LOS ANGELES",,"6486576.99976818,1812771.12504223","913-13483-2172","2172","13483","CA01900V3","CENTURY","N"
16500051,"2013-08-31 18:00:00","047","ROBBERY, STRONG-ARM: Other","CITY TERRACE DR & CARMELITA AVE","EAST LOS ANGELES","90022","6508195.5,1842858.875","913-10797-0273","0273","10797","CA0190002","EAST LOS ANGELES","N"
16499300,"2013-08-31 19:30:00","047","ROBBERY, STRONG-ARM: Other","20200 SANTA FE AVE","LOS ANGELES",,,"913-05249-6011","6011","05249","CA0190031","TRANSIT SERVICES BUREAU","N"
16498633,"2013-08-31 22:30:00","047","ROBBERY, STRONG-ARM: Other","11600 S AVALON BLVD","LOS ANGELES","90067","6481199.044198,1796327.293009","913-05233-6063","6063","05233","CA0190031","TRANSIT SERVICES BUREAU","N"
16499268,"2013-08-31 22:45:00","035","ROBBERY, WEAPON: Residence","11800 ALLARD ST","NORWALK","90650","6537380.1521531,1794954.59671929","913-12027-0400","0400","12027","CA0190004","NORWALK","N"
16499367,"2013-09-01 01:13:00","034","ROBBERY, WEAPON: Convenience Store, Fast Food, Restaurant","1400 W IMPERIAL HWY","LOS ANGELES",,"6470426.12923728,1797310.66877876","913-07574-0377","0377","07574","CA0190003","SOUTH LOS ANGELES","N"
16499389,"2013-09-01 02:20:00","047","ROBBERY, STRONG-ARM: Other","CANDLEWOOD ST & PARAMOUNT BLVD","LAKEWOOD","90712","6513138.00024092,1769220.12493767","913-17002-1320","1320","17002","CA0190013","LAKEWOOD","N"
16499558,"2013-09-01 05:00:00","047","ROBBERY, STRONG-ARM: Other","5300 LANKERSHIM BLVD","LOS ANGELES",,"6447807.47882566,1883808.22431693","913-05258-6423","6423","05258","CA0190031","TRANSIT SERVICES BUREAU","N"
16499652,"2013-09-01 13:45:00","041","ROBBERY, STRONG-ARM: Highway, Etc.","3500 NORTON AVE","LYNWOOD","90262","6499322.70202148,1798019.2910492","913-13508-2112","2112","13508","CA01900V3","CENTURY","N"
16499747,"2013-09-01 16:15:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","1800 WALNUT GROVE AVE","ROSEMEAD","91770","6536818.4517974,1840022.99629564","913-08361-0535","0535","08361","CA0190005","TEMPLE","N"
16499848,"2013-09-01 19:00:00","033","ROBBERY, WEAPON: Service Station","13100 VALLEY BLVD","BASSETT",,"6561686.93129535,1841090.31055003","913-09817-1462","1462","09817","CA0190014","INDUSTRY","N"
16499963,"2013-09-01 21:50:00","031","ROBBERY, WEAPON: Highway, Etc.","120TH ST & WILMINGTON AVE","LOS ANGELES",,"6489140.00009058,1794555.24995324","913-13535-2136","2136","13535","CA01900V3","CENTURY","N"
16500023,"2013-09-01 21:55:00","047","ROBBERY, STRONG-ARM: Other","700 N VIGNES ST","LOS ANGELES","90012","6491287.4328397,1842651.625392","913-05272-6401","6401","05272","CA0190031","TRANSIT SERVICES BUREAU","N"
16500048,"2013-09-02 01:10:00","035","ROBBERY, WEAPON: Residence","7500 BEAR AVE","CUDAHY","90201","6501128.23568015,1811170.81464018","913-10795-0261","0261","10795","CA0190002","EAST LOS ANGELES","N"
16500160,"2013-09-02 09:20:00","047","ROBBERY, STRONG-ARM: Other","14300 HAWTHORNE BLVD","LAWNDALE","90260","6455133.82419205,1786682.8133941","913-07609-0331","0331","07609","CA0190003","SOUTH LOS ANGELES","N"
16500232,"2013-09-02 10:45:00","034","ROBBERY, WEAPON: Convenience Store, Fast Food, Restaurant","12900 ROSECRANS AVE","NORWALK","90650","6544762.00320302,1786979.1612266","913-12096-0454","0454","12096","CA0190004","NORWALK","N"
16500264,"2013-09-02 11:34:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","44600 VALLEY CENTRAL WAY","LANCASTER",,"6510116.84988964,2075050.25459638","913-15789-1127","1127","15789","CA0190024","LANCASTER","N"
16500339,"2013-09-02 14:30:00","047","ROBBERY, STRONG-ARM: Other","24200 W VALENCIA BLVD","VALENCIA","91355","6393479.05084828,1974260.38574477","913-12107-0608","0608","12107","CA0190006","SANTA CLARITA VALLEY","N"
16500362,"2013-09-02 15:35:00","041","ROBBERY, STRONG-ARM: Highway, Etc.","MIRAMONTE AVE & SLAUSON AVE","LOS ANGELES","90001","6487301,1818586.375","913-13566-2171","2171","13566","CA01900V3","CENTURY","N"
16503273,"2013-09-03 00:30:00","047","ROBBERY, STRONG-ARM: Other","300 N LAKE AVE","PASADENA","91101","6521672.10471609,1877426.46766799","913-05337-6523","6523","05337","CA0190031","TRANSIT SERVICES BUREAU","N"
16500786,"2013-09-03 03:40:00","037","ROBBERY, WEAPON: Other","1100 E JANIS ST","CARSON","90746","6484953.937768,1777635.536337","913-08995-1611","1611","08995","CA0190016","CARSON","N"
16500802,"2013-09-03 05:23:00","035","ROBBERY, WEAPON: Residence","15500 GUNDRY AVE","PARAMOUNT","90723","6508724.85053995,1783061.42824844","913-17124-1366","1366","17124","CA0190013","LAKEWOOD","N"
16501251,"2013-09-03 12:00:00","047","ROBBERY, STRONG-ARM: Other","1000 E AVENUE J","LANCASTER",,"6528346.78373694,2072831.37725069","913-15850-1137","1137","15850","CA0190024","LANCASTER","N"
16501382,"2013-09-03 14:00:00","047","ROBBERY, STRONG-ARM: Other","15200 HAWTHORNE BLVD","LAWNDALE",,"6454904.86762896,1783557.08244087","913-07644-0331","0331","07644","CA0190003","SOUTH LOS ANGELES","N"
16501465,"2013-09-03 14:40:00","044","ROBBERY, STRONG-ARM: Convenience Store, Fast Food, Restaurant","5200 CLYDEBANK AVE","AZUSA","91702","6585682.59557427,1861522.05249487","913-04347-0867","0867","04347","CA0190008","SAN DIMAS","N"
16501551,"2013-09-03 15:15:00","047","ROBBERY, STRONG-ARM: Other","13400 SUNDANCE AVE","WHITTIER","90605","6548099.34889054,1798625.26588711","913-12152-0494","0494","12152","CA0190004","NORWALK","N"
16501661,"2013-09-03 16:30:00","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","14200 BELLFLOWER BLVD","BELLFLOWER","90706","6523588.39732742,1787006.85755503","913-17174-1333","1333","17174","CA0190013","LAKEWOOD","N"
16501713,"2013-09-03 17:30:00","047","ROBBERY, STRONG-ARM: Other","900 S TOWNSEND AVE","LOS ANGELES",,"6504660.07162515,1831125.04393697","913-10873-0278","0278","10873","CA0190002","EAST LOS ANGELES","N"
16501750,"2013-09-03 18:30:00","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","44600 VALLEY CENTRAL WAY","LANCASTER",,"6510116.84988964,2075050.25459638","913-15879-1127","1127","15879","CA0190024","LANCASTER","N"
16503054,"2013-09-03 19:00:00","041","ROBBERY, STRONG-ARM: Highway, Etc.","KEMP AVE & ROSECRANS AVE","COMPTON","90220","6488772,1787283.499996","913-11555-2811","2811","11555","CA0190042","COMPTON","N"
16501752,"2013-09-03 19:03:00","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","600 S LONG BEACH BLVD","COMPTON","90220","6498574.14380729,1782685.62749086","913-11498-2843","2843","11498","CA0190042","COMPTON","N"
16501819,"2013-09-03 20:28:00","034","ROBBERY, WEAPON: Convenience Store, Fast Food, Restaurant","20900 S FIGUEROA ST","CARSON",,"6474893.40639195,1764111.8372107","913-09023-1696","1696","09023","CA0190016","CARSON","N"
16503798,"2013-09-03 21:00:00","047","ROBBERY, STRONG-ARM: Other","44600 10TH ST W","LANCASTER",,"6517061.14095396,2075253.49937494","913-15962-1125","1125","15962","CA0190024","LANCASTER","N"
16501872,"2013-09-03 21:30:00","037","ROBBERY, WEAPON: Other","7700 GARVEY AVE","ROSEMEAD","91770","6531028.37011475,1845135.50722885","913-08424-0532","0532","08424","CA0190005","TEMPLE","N"
16501867,"2013-09-03 21:39:00","037","ROBBERY, WEAPON: Other","60TH ST & KING AVE","MAYWOOD","90270","6505988.00010626,1817011.12504618","913-10879-0251","0251","10879","CA0190002","EAST LOS ANGELES","N"
16501919,"2013-09-03 22:00:00","047","ROBBERY, STRONG-ARM: Other","4400 EXPOSITION BLVD","LOS ANGELES","90016","6457298.59791255,1831127.03149563","913-05314-6617","6617","05314","CA0190031","TRANSIT SERVICES BUREAU","N"
16501884,"2013-09-03 22:12:00","034","ROBBERY, WEAPON: Convenience Store, Fast Food, Restaurant","4900 SLAUSON AVE","LOS ANGELES","90048","6451482.543048,1818078.927198","913-02258-2767","2767","02258","CA0190065","MARINA DEL REY","N"
16501928,"2013-09-04 00:05:00","031","ROBBERY, WEAPON: Highway, Etc.","10800 HAWTHORNE BLVD","LENNOX","90304","6454620.52338137,1799816.67000036","913-07670-0383","0383","07670","CA0190003","SOUTH LOS ANGELES","N"
16501939,"2013-09-04 00:55:00","031","ROBBERY, WEAPON: Highway, Etc.","1600 108TH ST","LOS ANGELES",,"6487319.96224745,1799778.10675728","913-07672-0372","0372","07672","CA0190003","SOUTH LOS ANGELES","N"
16502142,"2013-09-04 09:36:00","047","ROBBERY, STRONG-ARM: Other","1000 N CHESTER AVE","COMPTON","90220","6496258.61562994,1787085.83752245","913-11522-2824","2824","11522","CA0190042","COMPTON","N"
16502588,"2013-09-04 12:20:00","047","ROBBERY, STRONG-ARM: Other","1800 W IMPERIAL HWY","LOS ANGELES","90044","6467704.91223878,1797326.37839302","913-07686-0374","0374","07686","CA0190003","SOUTH LOS ANGELES","N"
16502726,"2013-09-04 13:52:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","900 S LONG BEACH BLVD","COMPTON","90220",,"913-11535-2853","2853","11535","CA0190042","COMPTON","N"
16502813,"2013-09-04 14:35:00","041","ROBBERY, STRONG-ARM: Highway, Etc.","8600 S FIR AVE","LOS ANGELES",,"6489726.74221079,1807406.57345569","913-13677-2175","2175","13677","CA01900V3","CENTURY","N"
16502869,"2013-09-04 15:00:00","041","ROBBERY, STRONG-ARM: Highway, Etc.","1400 CENTURY BLVD","LOS ANGELES","90044","6470531.77797611,1802748.64576368","913-07694-0372","0372","07694","CA0190003","SOUTH LOS ANGELES","N"
16502888,"2013-09-04 16:42:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","26700 WESTERN AVE","LOMITA","90717","6467417.13164638,1741907.85340354","913-03164-1751","1751","03164","CA0190017","LOMITA","N"
16503035,"2013-09-04 17:00:00","047","ROBBERY, STRONG-ARM: Other","4300 NEW YORK ST","LOS ANGELES","90022","6509309.33427912,1836916.66896294","913-10920-0280","0280","10920","CA0190002","EAST LOS ANGELES","N"
16502944,"2013-09-04 17:05:00","037","ROBBERY, WEAPON: Other","11600 WILLOWBROOK AVE","LOS ANGELES","90059","6489691.42359896,1796120.9922122","913-05329-6014","6014","05329","CA0190031","TRANSIT SERVICES BUREAU","N"
16502964,"2013-09-04 17:15:00","031","ROBBERY, WEAPON: Highway, Etc.","10100 ALONDRA BLVD","BELLFLOWER",,"6525634.8102981,1782092.51737406","913-17237-1333","1333","17237","CA0190013","LAKEWOOD","N"
16502961,"2013-09-04 17:25:00","047","ROBBERY, STRONG-ARM: Other","11600 S AVALON BLVD","LOS ANGELES","90067","6481199.044198,1796327.293009","913-05330-6063","6063","05330","CA0190031","TRANSIT SERVICES BUREAU","N"
16503037,"2013-09-04 19:30:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","8500 WASHINGTON BLVD","PICO RIVERA","90660","6529985.10296687,1817097.40217111","913-06594-1520","1520","06594","CA0190015","PICO RIVERA","N"
16503264,"2013-09-05 00:45:00","037","ROBBERY, WEAPON: Other","CHICO AVE & GARVEY AVE","SOUTH EL MONTE","91733","6543490.50049321,1845212.75169644","913-08458-0560","0560","08458","CA0190005","TEMPLE","N"
16503275,"2013-09-05 02:19:26","034","ROBBERY, WEAPON: Convenience Store, Fast Food, Restaurant","14300 FIRESTONE BLVD","LA MIRADA","90638","6554241.26541245,1779648.80351202","913-12246-0466","0466","12246","CA0190004","NORWALK","N"
16503592,"2013-09-05 09:20:00","047","ROBBERY, STRONG-ARM: Other","7300 COMPTON AVE","LOS ANGELES","90001","6486635.25856435,1812802.73097044","913-13720-2172","2172","13720","CA01900V3","CENTURY","N"
16503758,"2013-09-05 10:30:00","047","ROBBERY, STRONG-ARM: Other","1600 104TH ST","LOS ANGELES","90044","6468838.067521,1801335.852966","913-07727-0372","0372","07727","CA0190003","SOUTH LOS ANGELES","N"
16504161,"2013-09-05 16:43:00","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","9700 ALONDRA BLVD","BELLFLOWER","90706","6523283.38244435,1782186.71044035","913-17304-1334","1334","17304","CA0190013","LAKEWOOD","N"
16504424,"2013-09-05 19:30:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","7400 ALAMEDA ST","HUNTINGTON PARK","90255","6490662.76224473,1812464.05375429","913-13770-2173","2173","13770","CA01900V3","CENTURY","N"
16504366,"2013-09-05 19:38:00","047","ROBBERY, STRONG-ARM: Other","100 W ALTADENA DR","ALTADENA","91001","6516217.72367753,1893618.56605762","913-02352-0771","0771","02352","CA0190007","ALTADENA","N"
16504520,"2013-09-05 19:40:00","047","ROBBERY, STRONG-ARM: Other","9200 ZAMORA AVE","LOS ANGELES","90001","6485590.99326444,1805175.00967735","913-13780-2176","2176","13780","CA01900V3","CENTURY","N"
16506553,"2013-09-05 22:00:00","047","ROBBERY, STRONG-ARM: Other","44500 10TH ST W","LANCASTER",,"6517065.31483011,2074592.46460778","913-16136-1125","1125","16136","CA0190024","LANCASTER","N"
16504503,"2013-09-05 22:13:00","041","ROBBERY, STRONG-ARM: Highway, Etc.","700 S WARD AVE","COMPTON","90220","6499316.83228254,1782447.07153754","913-11621-2846","2846","11621","CA0190042","COMPTON","N"
16504647,"2013-09-05 23:35:00","041","ROBBERY, STRONG-ARM: Highway, Etc.","11TH ST E & PALMDALE BLVD","PALMDALE",,"6528668.00012739,2033315.37510364","913-12733-2610","2610","12733","CA01900W9","PALMDALE","N"
16504582,"2013-09-05 23:40:00","037","ROBBERY, WEAPON: Other","7200 EXETER ST","PARAMOUNT","90723","6509501.91000946,1785850.17988878","913-17328-1364","1364","17328","CA0190013","LAKEWOOD","N"
16505283,"2013-09-06 13:24:00","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","8200 SANTA MONICA BLVD","WEST HOLLYWOOD",,"6450418.42533397,1855564.69095816","913-05171-0975","0975","05171","CA0190009","WEST HOLLYWOOD","N"
16505545,"2013-09-06 15:00:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","26400 MCBEAN PKWY","VALENCIA","91355","6393080.54497902,1972646.91176419","913-12303-0608","0608","12303","CA0190006","SANTA CLARITA VALLEY","N"
16505813,"2013-09-06 18:00:00","047","ROBBERY, STRONG-ARM: Other","89TH ST E & AVENUE T-8","LITTLEROCK",,"6570319.499999,2017319.499995","913-12785-2664","2664","12785","CA01900W9","PALMDALE","N"
16505518,"2013-09-06 18:14:53","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","22000 S AVALON BLVD","CARSON",,"6481430.73616505,1759723.56121036","913-09118-1618","1618","09118","CA0190016","CARSON","N"
16505708,"2013-09-06 20:49:00","047","ROBBERY, STRONG-ARM: Other","1400 E ALONDRA BLVD","COMPTON","90220","6499036.63238363,1782086.6949617","913-11674-2846","2846","11674","CA0190042","COMPTON","N"
16505837,"2013-09-06 21:25:00","047","ROBBERY, STRONG-ARM: Other","26500 MCBEAN PKWY","VALENCIA","91355","6392400.95457928,1973597.48385535","913-12312-0675","0675","12312","CA0190006","SANTA CLARITA VALLEY","N"
16505796,"2013-09-06 22:22:30","037","ROBBERY, WEAPON: Other","10100 GRANDEE AVE","LOS ANGELES",,"6487873.65882488,1802393.26404949","913-05376-6015","6015","05376","CA0190031","TRANSIT SERVICES BUREAU","N"
16505809,"2013-09-06 22:41:00","033","ROBBERY, WEAPON: Service Station","23900 LYONS AVE","NEWHALL","91321","6394523.25873362,1960654.84405829","913-12308-0629","0629","12308","CA0190006","SANTA CLARITA VALLEY","N"
16505934,"2013-09-07 01:30:00","047","ROBBERY, STRONG-ARM: Other","4100 E AVENUE R","PALMDALE",,"6545120.05924545,2030076.27509701","913-12787-2607","2607","12787","CA01900W9","PALMDALE","N"
16506374,"2013-09-07 12:34:30","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","9000 ARTESIA BLVD","BELLFLOWER",,"6518485.72045386,1776731.43303443","913-17432-1335","1335","17432","CA0190013","LAKEWOOD","N"
16506584,"2013-09-07 14:40:00","037","ROBBERY, WEAPON: Other","26900 SIERRA HWY","CANYON COUNTRY",,"6421052.868571,1969948.679477","913-12324-0616","0616","12324","CA0190006","SANTA CLARITA VALLEY","N"
16506595,"2013-09-07 15:20:00","035","ROBBERY, WEAPON: Residence","600 PRIOR AVE","VALINDA",,"6582511.64292668,1833503.76994886","913-10044-1441","1441","10044","CA0190014","INDUSTRY","N"
16506615,"2013-09-07 16:30:00","047","ROBBERY, STRONG-ARM: Other","44600 13TH ST E","LANCASTER",,"6529796.28116605,2074904.42658229","913-16138-1135","1135","16138","CA0190024","LANCASTER","N"
16506648,"2013-09-07 16:38:00","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","20300 NORWALK BLVD","LAKEWOOD",,"6539906.44368844,1766240.22862318","913-17444-1328","1328","17444","CA0190013","LAKEWOOD","N"
16506806,"2013-09-07 17:00:00","041","ROBBERY, STRONG-ARM: Highway, Etc.","ACACIA AVE & MYRRH ST","COMPTON",,"6493003.49987017,1783213.99989469","913-11722-2822","2822","11722","CA0190042","COMPTON","N"
16506667,"2013-09-07 17:00:00","047","ROBBERY, STRONG-ARM: Other","15TH ST W & AVENUE H-15","LANCASTER",,"6514464.5,2078983.5","913-16142-1121","1121","16142","CA0190024","LANCASTER","N"
16506731,"2013-09-07 18:08:00","047","ROBBERY, STRONG-ARM: Other","18600 VIA PRINCESSA","CANYON COUNTRY","91387","6423639.390667,1969500.204121","913-12329-0617","0617","12329","CA0190006","SANTA CLARITA VALLEY","N"
16506819,"2013-09-07 19:45:00","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","1100 E EL SEGUNDO BLVD","LOS ANGELES","90059","6484256.99265161,1792134.23293744","913-13876-2140","2140","13876","CA01900V3","CENTURY","N"
